"[-0.16400000000000001, -0.052000000000000046, 1801]","[-0.16800000000000001, -0.05600000000000005, 1816]","[-0.17199999999999999, -0.05600000000000005, 1832]","[-0.17199999999999999, -0.05600000000000005, 1850]","[-0.17199999999999999, -0.05600000000000005, 1866]","[-0.17199999999999999, -0.05600000000000005, 1883]","[-0.16800000000000001, -0.05600000000000005, 1899]","[-0.16, -0.05600000000000005, 1916]","[-0.14399999999999999, -0.05600000000000005, 1932]","[-0.104, -0.060000000000000053, 1950]","[-0.071999999999999995, -0.060000000000000053, 1965]","[-0.043999999999999997, -0.060000000000000053, 1983]","[-0.016, -0.060000000000000053, 1999]","[0.0040000000000000001, -0.05600000000000005, 2016]","[0.035999999999999997, -0.05600000000000005, 2033]","[0.056000000000000001, -0.064000000000000057, 2049]","[0.071999999999999995, -0.06800000000000006, 2067]","[0.10000000000000001, -0.072000000000000064, 2083]","[0.12, -0.072000000000000064, 2099]","[0.14000000000000001, -0.072000000000000064, 2117]","[0.16, -0.06800000000000006, 2133]","[0.17199999999999999, -0.06800000000000006, 2150]","[0.184, -0.06800000000000006, 2166]","[0.188, -0.06800000000000006, 2182]","[0.192, -0.06800000000000006, 2199]","[0.19600000000000001, -0.06800000000000006, 2217]","[0.19600000000000001, -0.06800000000000006, 2250]"
"[-0.071999999999999995, -0.05600000000000005, 2617]","[-0.071999999999999995, -0.05600000000000005, 2650]","[-0.071999999999999995, -0.05600000000000005, 2666]","[-0.071999999999999995, -0.05600000000000005, 2684]","[-0.071999999999999995, -0.05600000000000005, 2700]","[-0.071999999999999995, -0.05600000000000005, 2717]","[-0.071999999999999995, -0.05600000000000005, 2733]","[-0.068000000000000005, -0.05600000000000005, 2750]","[-0.051999999999999998, -0.060000000000000053, 2767]","[-0.040000000000000001, -0.064000000000000057, 2784]","[-0.028000000000000001, -0.072000000000000064, 2801]","[-0.012, -0.084000000000000075, 2817]","[-0.0080000000000000002, -0.088000000000000078, 2833]","[0.0040000000000000001, -0.10000000000000009, 2851]","[0.012, -0.1080000000000001, 2867]","[0.02, -0.12000000000000011, 2883]","[0.032000000000000001, -0.1359999999999999, 2900]","[0.040000000000000001, -0.15999999999999992, 2917]","[0.040000000000000001, -0.17199999999999993, 2933]","[0.040000000000000001, -0.18399999999999994, 2951]","[0.040000000000000001, -0.19999999999999996, 2966]","[0.040000000000000001, -0.20399999999999996, 2983]","[0.040000000000000001, -0.20399999999999996, 3000]","[0.040000000000000001, -0.20399999999999996, 3016]","[0.040000000000000001, -0.20399999999999996, 3034]","[0.040000000000000001, -0.20799999999999996, 3051]","[0.040000000000000001, -0.20799999999999996, 3066]"
"[0.24399999999999999, 0.071999999999999953, 4369]","[0.23599999999999999, 0.067999999999999949, 4400]","[0.23599999999999999, 0.063999999999999946, 4418]","[0.22800000000000001, 0.060000000000000053, 4435]","[0.22, 0.052000000000000046, 4451]","[0.21199999999999999, 0.044000000000000039, 4468]","[0.19600000000000001, 0.032000000000000028, 4484]","[0.16800000000000001, 0.016000000000000014, 4501]","[0.152, 0.0080000000000000071, 4518]","[0.14000000000000001, 0.0040000000000000036, 4535]","[0.128, 0.0040000000000000036, 4551]","[0.11600000000000001, 0.0, 4568]","[0.104, 0.0, 4584]","[0.096000000000000002, -0.0080000000000000071, 4601]","[0.084000000000000005, -0.016000000000000014, 4618]","[0.075999999999999998, -0.016000000000000014, 4634]","[0.075999999999999998, -0.020000000000000018, 4651]","[0.071999999999999995, -0.020000000000000018, 4668]","[0.071999999999999995, -0.020000000000000018, 4685]","[0.071999999999999995, -0.020000000000000018, 4701]","[0.071999999999999995, -0.020000000000000018, 4717]","[0.071999999999999995, -0.020000000000000018, 4735]","[0.075999999999999998, -0.020000000000000018, 4752]","[0.080000000000000002, -0.020000000000000018, 4768]","[0.087999999999999995, -0.020000000000000018, 4803]","[0.112, -0.020000000000000018, 4835]","[0.13200000000000001, -0.024000000000000021, 4869]","[0.14399999999999999, -0.032000000000000028, 4902]","[0.14799999999999999, -0.036000000000000032, 4935]","[0.156, -0.040000000000000036, 4968]","[0.156, -0.048000000000000043, 5002]","[0.16, -0.05600000000000005, 5036]","[0.16400000000000001, -0.05600000000000005, 5069]","[0.16400000000000001, -0.05600000000000005, 5102]"
"[0.035999999999999997, -0.21599999999999997, 6819]","[0.040000000000000001, -0.21999999999999997, 6870]","[0.040000000000000001, -0.21999999999999997, 6886]","[0.040000000000000001, -0.22399999999999998, 6903]","[0.040000000000000001, -0.22799999999999998, 6919]","[0.028000000000000001, -0.24399999999999999, 6936]","[0.016, -0.25600000000000001, 6952]","[0.0040000000000000001, -0.26800000000000002, 6970]","[-0.012, -0.28400000000000003, 6986]","[-0.032000000000000001, -0.29600000000000004, 7003]","[-0.048000000000000001, -0.30400000000000005, 7020]","[-0.068000000000000005, -0.31200000000000006, 7036]","[-0.087999999999999995, -0.31200000000000006, 7053]","[-0.10000000000000001, -0.31200000000000006, 7070]","[-0.112, -0.31200000000000006, 7103]","[-0.124, -0.30000000000000004, 7120]","[-0.13200000000000001, -0.29200000000000004, 7136]","[-0.13600000000000001, -0.28400000000000003, 7154]","[-0.13600000000000001, -0.27600000000000002, 7169]","[-0.13600000000000001, -0.26400000000000001, 7186]","[-0.13600000000000001, -0.248, 7204]","[-0.13200000000000001, -0.23999999999999999, 7220]","[-0.124, -0.22799999999999998, 7236]","[-0.12, -0.22399999999999998, 7253]","[-0.112, -0.21599999999999997, 7270]","[-0.091999999999999998, -0.20399999999999996, 7287]","[-0.080000000000000002, -0.19199999999999995, 7305]","[-0.071999999999999995, -0.18799999999999994, 7319]","[-0.059999999999999998, -0.17999999999999994, 7336]","[-0.051999999999999998, -0.17599999999999993, 7353]","[-0.051999999999999998, -0.17599999999999993, 7370]","[-0.048000000000000001, -0.17599999999999993, 7387]","[-0.043999999999999997, -0.17599999999999993, 7403]","[-0.040000000000000001, -0.17599999999999993, 7420]","[-0.024, -0.17599999999999993, 7437]","[-0.0080000000000000002, -0.17599999999999993, 7454]","[0.0040000000000000001, -0.17599999999999993, 7470]","[0.016, -0.18399999999999994, 7487]","[0.035999999999999997, -0.19999999999999996, 7520]","[0.059999999999999998, -0.21599999999999997, 7536]","[0.071999999999999995, -0.22399999999999998, 7553]","[0.087999999999999995, -0.23599999999999999, 7570]","[0.10000000000000001, -0.24399999999999999, 7604]","[0.11600000000000001, -0.26000000000000001, 7637]","[0.128, -0.26400000000000001, 7670]","[0.14000000000000001, -0.27200000000000002, 7704]","[0.16, -0.27600000000000002, 7738]","[0.16800000000000001, -0.27600000000000002, 7770]","[0.17999999999999999, -0.26800000000000002, 7806]","[0.19600000000000001, -0.23999999999999999, 7837]","[0.20399999999999999, -0.21999999999999997, 7871]","[0.20399999999999999, -0.20799999999999996, 7904]","[0.20000000000000001, -0.18399999999999994, 7937]","[0.188, -0.16799999999999993, 7970]","[0.17599999999999999, -0.16399999999999992, 8004]","[0.16, -0.16399999999999992, 8038]","[0.13600000000000001, -0.16399999999999992, 8070]","[0.112, -0.16399999999999992, 8104]","[0.091999999999999998, -0.16399999999999992, 8137]","[0.087999999999999995, -0.16399999999999992, 8171]","[0.071999999999999995, -0.17199999999999993, 8205]","[0.056000000000000001, -0.18399999999999994, 8237]","[0.048000000000000001, -0.19199999999999995, 8270]","[0.035999999999999997, -0.20399999999999996, 8305]","[0.02, -0.23199999999999998, 8338]","[0.012, -0.23999999999999999, 8371]"
