"[-0.13200000000000001, 0.35199999999999998, 1183]","[-0.13600000000000001, 0.36399999999999999, 1199]","[-0.13600000000000001, 0.372, 1216]","[-0.13600000000000001, 0.376, 1232]","[-0.13600000000000001, 0.38, 1249]","[-0.13600000000000001, 0.38, 1266]","[-0.13600000000000001, 0.38, 1282]","[-0.13600000000000001, 0.38, 1299]","[-0.13600000000000001, 0.38, 1316]","[-0.13600000000000001, 0.35999999999999999, 1332]","[-0.13600000000000001, 0.33999999999999997, 1349]","[-0.13600000000000001, 0.31599999999999995, 1366]","[-0.13600000000000001, 0.29200000000000004, 1382]","[-0.13600000000000001, 0.25600000000000001, 1399]","[-0.13600000000000001, 0.22799999999999998, 1416]","[-0.13600000000000001, 0.20399999999999996, 1433]","[-0.13600000000000001, 0.17200000000000004, 1449]","[-0.13600000000000001, 0.15200000000000002, 1466]","[-0.13600000000000001, 0.13600000000000001, 1482]","[-0.13600000000000001, 0.11599999999999999, 1499]","[-0.13600000000000001, 0.099999999999999978, 1515]","[-0.13600000000000001, 0.07999999999999996, 1532]","[-0.14000000000000001, 0.048000000000000043, 1549]","[-0.14000000000000001, 0.016000000000000014, 1582]","[-0.14399999999999999, -0.028000000000000025, 1616]","[-0.14799999999999999, -0.060000000000000053, 1649]","[-0.152, -0.1080000000000001, 1682]","[-0.152, -0.1319999999999999, 1716]","[-0.152, -0.16399999999999992, 1750]","[-0.152, -0.18799999999999994, 1782]","[-0.152, -0.19999999999999996, 1815]","[-0.152, -0.21199999999999997, 1849]","[-0.152, -0.22799999999999998, 1882]","[-0.152, -0.22799999999999998, 1916]","[-0.152, -0.22799999999999998, 1949]","[-0.152, -0.22799999999999998, 1983]"
"[-0.14799999999999999, 0.052000000000000046, 6513]","[-0.14799999999999999, 0.052000000000000046, 6546]","[-0.14799999999999999, 0.052000000000000046, 6562]","[-0.14799999999999999, 0.052000000000000046, 6579]","[-0.14799999999999999, 0.052000000000000046, 6596]","[-0.14799999999999999, 0.052000000000000046, 6612]","[-0.14799999999999999, 0.052000000000000046, 6629]","[-0.14799999999999999, 0.067999999999999949, 6646]","[-0.14399999999999999, 0.07999999999999996, 6663]","[-0.13200000000000001, 0.095999999999999974, 6679]","[-0.124, 0.11199999999999999, 6696]","[-0.108, 0.13200000000000001, 6713]","[-0.091999999999999998, 0.14400000000000002, 6729]","[-0.075999999999999998, 0.15200000000000002, 6746]","[-0.051999999999999998, 0.16000000000000003, 6763]","[-0.032000000000000001, 0.16400000000000003, 6779]","[0.0040000000000000001, 0.16400000000000003, 6796]","[0.028000000000000001, 0.16400000000000003, 6813]","[0.048000000000000001, 0.16400000000000003, 6829]","[0.075999999999999998, 0.16000000000000003, 6846]","[0.087999999999999995, 0.15200000000000002, 6863]","[0.10000000000000001, 0.13600000000000001, 6896]","[0.11600000000000001, 0.07999999999999996, 6930]","[0.124, 0.036000000000000032, 6962]","[0.124, -0.024000000000000021, 6996]","[0.112, -0.052000000000000046, 7030]","[0.087999999999999995, -0.10400000000000009, 7063]","[0.059999999999999998, -0.1399999999999999, 7097]","[0.024, -0.17199999999999993, 7129]","[-0.0080000000000000002, -0.18799999999999994, 7163]","[-0.056000000000000001, -0.19999999999999996, 7196]","[-0.084000000000000005, -0.19599999999999995, 7230]","[-0.104, -0.18799999999999994, 7262]","[-0.11600000000000001, -0.18399999999999994, 7296]","[-0.13200000000000001, -0.17599999999999993, 7329]","[-0.14000000000000001, -0.16799999999999993, 7363]","[-0.14799999999999999, -0.15999999999999992, 7396]","[-0.14799999999999999, -0.15599999999999992, 7430]"
