"[-0.016, -0.1160000000000001, 1233]","[-0.024, -0.1160000000000001, 1250]","[-0.028000000000000001, -0.1160000000000001, 1267]","[-0.035999999999999997, -0.1160000000000001, 1284]","[-0.043999999999999997, -0.1160000000000001, 1300]","[-0.064000000000000001, -0.1160000000000001, 1317]","[-0.080000000000000002, -0.12799999999999989, 1334]","[-0.087999999999999995, -0.14399999999999991, 1350]","[-0.091999999999999998, -0.16799999999999993, 1366]","[-0.096000000000000002, -0.19599999999999995, 1383]","[-0.087999999999999995, -0.23999999999999999, 1400]","[-0.071999999999999995, -0.26000000000000001, 1417]","[-0.051999999999999998, -0.26800000000000002, 1433]","[-0.028000000000000001, -0.26800000000000002, 1450]","[0.012, -0.23999999999999999, 1466]","[0.032000000000000001, -0.21199999999999997, 1484]","[0.043999999999999997, -0.18799999999999994, 1500]","[0.048000000000000001, -0.16799999999999993, 1517]","[0.048000000000000001, -0.1399999999999999, 1534]","[0.035999999999999997, -0.12000000000000011, 1550]","[0.012, -0.10000000000000009, 1567]","[-0.0080000000000000002, -0.088000000000000078, 1584]","[-0.028000000000000001, -0.088000000000000078, 1600]","[-0.028000000000000001, -0.092000000000000082, 1616]"
"[-0.10000000000000001, -0.1319999999999999, 2068]","[-0.104, -0.12799999999999989, 2092]","[-0.104, -0.12799999999999989, 2106]","[-0.104, -0.12799999999999989, 2117]","[-0.112, -0.12799999999999989, 2133]","[-0.112, -0.12799999999999989, 2150]","[-0.112, -0.12799999999999989, 2167]","[-0.112, -0.12799999999999989, 2184]","[-0.112, -0.12799999999999989, 2200]","[-0.112, -0.12799999999999989, 2217]","[-0.112, -0.12400000000000011, 2233]","[-0.11600000000000001, -0.12400000000000011, 2251]","[-0.12, -0.1160000000000001, 2267]","[-0.128, -0.10400000000000009, 2284]","[-0.13600000000000001, -0.096000000000000085, 2300]","[-0.14399999999999999, -0.084000000000000075, 2318]","[-0.152, -0.072000000000000064, 2335]","[-0.16400000000000001, -0.05600000000000005, 2351]","[-0.16800000000000001, -0.044000000000000039, 2368]","[-0.17199999999999999, -0.032000000000000028, 2384]","[-0.17599999999999999, -0.024000000000000021, 2401]","[-0.17599999999999999, -0.0040000000000000036, 2418]","[-0.17999999999999999, 0.012000000000000011, 2434]","[-0.17999999999999999, 0.028000000000000025, 2450]","[-0.17999999999999999, 0.048000000000000043, 2467]","[-0.17599999999999999, 0.067999999999999949, 2484]","[-0.17199999999999999, 0.091999999999999971, 2501]","[-0.16800000000000001, 0.10399999999999998, 2518]","[-0.16, 0.12, 2535]","[-0.14799999999999999, 0.14400000000000002, 2551]","[-0.14000000000000001, 0.16000000000000003, 2568]","[-0.128, 0.17200000000000004, 2584]","[-0.11600000000000001, 0.18400000000000005, 2600]","[-0.104, 0.19199999999999995, 2618]","[-0.084000000000000005, 0.20399999999999996, 2634]","[-0.068000000000000005, 0.20799999999999996, 2651]","[-0.048000000000000001, 0.21199999999999997, 2667]","[-0.028000000000000001, 0.21599999999999997, 2685]","[0.0080000000000000002, 0.21599999999999997, 2701]","[0.028000000000000001, 0.21599999999999997, 2717]","[0.048000000000000001, 0.20799999999999996, 2734]","[0.064000000000000001, 0.19999999999999996, 2750]","[0.091999999999999998, 0.18000000000000005, 2767]","[0.104, 0.16400000000000003, 2784]","[0.11600000000000001, 0.14800000000000002, 2801]","[0.124, 0.12, 2818]","[0.13200000000000001, 0.099999999999999978, 2839]","[0.13600000000000001, 0.075999999999999956, 2865]","[0.14000000000000001, 0.044000000000000039, 2884]","[0.14399999999999999, 0.012000000000000011, 2905]","[0.14399999999999999, -0.0080000000000000071, 2931]","[0.14399999999999999, -0.048000000000000043, 2951]","[0.13600000000000001, -0.072000000000000064, 2972]","[0.128, -0.088000000000000078, 2999]","[0.112, -0.1120000000000001, 3018]","[0.104, -0.12000000000000011, 3039]","[0.104, -0.12000000000000011, 3065]","[0.10000000000000001, -0.12000000000000011, 3084]","[0.10000000000000001, -0.12000000000000011, 3106]","[0.10000000000000001, -0.12000000000000011, 3132]","[0.10000000000000001, -0.12000000000000011, 3152]","[0.10000000000000001, -0.12000000000000011, 3172]","[0.10000000000000001, -0.12000000000000011, 3198]","[0.10000000000000001, -0.12000000000000011, 3218]","[0.10000000000000001, -0.12000000000000011, 3239]","[0.10000000000000001, -0.12000000000000011, 3265]","[0.10000000000000001, -0.12400000000000011, 3284]","[0.10000000000000001, -0.1319999999999999, 3305]","[0.112, -0.15599999999999992, 3332]","[0.14000000000000001, -0.19599999999999995, 3352]","[0.156, -0.21199999999999997, 3372]","[0.184, -0.24399999999999999, 3398]","[0.20799999999999999, -0.27600000000000002, 3425]","[0.22, -0.28400000000000003, 3452]","[0.22, -0.28400000000000003, 3479]"
