"[-0.26400000000000001, 0.24399999999999999, 2283]"
"[-0.26000000000000001, 0.24399999999999999, 2350]","[-0.26000000000000001, 0.24399999999999999, 2383]","[-0.26000000000000001, 0.24399999999999999, 2399]","[-0.26000000000000001, 0.24399999999999999, 2416]","[-0.26000000000000001, 0.24399999999999999, 2432]","[-0.26000000000000001, 0.24399999999999999, 2449]","[-0.26000000000000001, 0.24399999999999999, 2466]","[-0.26000000000000001, 0.24399999999999999, 2482]","[-0.26000000000000001, 0.24399999999999999, 2499]","[-0.26000000000000001, 0.24399999999999999, 2516]","[-0.26000000000000001, 0.24399999999999999, 2532]","[-0.26000000000000001, 0.24399999999999999, 2549]","[-0.26000000000000001, 0.24399999999999999, 2566]","[-0.26000000000000001, 0.24399999999999999, 2583]","[-0.26000000000000001, 0.24399999999999999, 2599]","[-0.20399999999999999, 0.18799999999999994, 2615]","[-0.188, 0.17200000000000004, 2632]","[-0.17599999999999999, 0.16000000000000003, 2649]","[-0.156, 0.14000000000000001, 2666]","[-0.14399999999999999, 0.128, 2682]","[-0.13200000000000001, 0.11599999999999999, 2699]","[-0.12, 0.10399999999999998, 2716]","[-0.104, 0.083999999999999964, 2733]","[-0.096000000000000002, 0.071999999999999953, 2749]","[-0.084000000000000005, 0.05600000000000005, 2766]","[-0.071999999999999995, 0.040000000000000036, 2783]","[-0.059999999999999998, 0.024000000000000021, 2800]","[-0.051999999999999998, 0.012000000000000011, 2816]","[-0.048000000000000001, 0.0, 2832]","[-0.040000000000000001, -0.012000000000000011, 2850]","[-0.032000000000000001, -0.020000000000000018, 2866]","[-0.02, -0.036000000000000032, 2883]","[-0.012, -0.052000000000000046, 2899]","[0.0040000000000000001, -0.072000000000000064, 2915]","[0.016, -0.088000000000000078, 2933]","[0.028000000000000001, -0.10400000000000009, 2950]","[0.035999999999999997, -0.1160000000000001, 2966]","[0.051999999999999998, -0.12799999999999989, 2982]","[0.064000000000000001, -0.14399999999999991, 3000]","[0.084000000000000005, -0.16399999999999992, 3033]","[0.096000000000000002, -0.17999999999999994, 3066]","[0.112, -0.19599999999999995, 3099]","[0.128, -0.21599999999999997, 3133]","[0.14399999999999999, -0.24399999999999999, 3166]","[0.152, -0.25600000000000001, 3200]","[0.156, -0.26800000000000002, 3233]","[0.16, -0.27200000000000002, 3267]","[0.16400000000000001, -0.28000000000000003, 3301]","[0.16800000000000001, -0.29200000000000004, 3333]","[0.17599999999999999, -0.30000000000000004, 3366]","[0.17599999999999999, -0.30400000000000005, 3400]","[0.17999999999999999, -0.30800000000000005, 3433]","[0.184, -0.31200000000000006, 3466]","[0.184, -0.31200000000000006, 3500]","[0.188, -0.31600000000000006, 3533]","[0.192, -0.31600000000000006, 3566]","[0.192, -0.32000000000000006, 3600]","[0.192, -0.32000000000000006, 3633]","[0.192, -0.32000000000000006, 3667]","[0.192, -0.32000000000000006, 3700]","[0.192, -0.32000000000000006, 3734]"
"[0.184, 0.26400000000000001, 5518]","[0.184, 0.26400000000000001, 5551]","[0.184, 0.26400000000000001, 5567]","[0.184, 0.26400000000000001, 5584]","[0.184, 0.26400000000000001, 5601]","[0.184, 0.26400000000000001, 5618]","[0.184, 0.26400000000000001, 5634]","[0.184, 0.26400000000000001, 5651]","[0.184, 0.26400000000000001, 5668]","[0.184, 0.26400000000000001, 5684]","[0.184, 0.26400000000000001, 5701]","[0.184, 0.26400000000000001, 5717]","[0.184, 0.26400000000000001, 5735]","[0.184, 0.26400000000000001, 5751]","[0.184, 0.26400000000000001, 5768]","[0.184, 0.26400000000000001, 5784]","[0.184, 0.26400000000000001, 5801]","[0.184, 0.26400000000000001, 5818]","[0.184, 0.26400000000000001, 5834]","[0.184, 0.26400000000000001, 5851]","[0.16400000000000001, 0.23999999999999999, 5867]","[0.156, 0.21999999999999997, 5885]","[0.14000000000000001, 0.19999999999999996, 5900]","[0.13600000000000001, 0.19199999999999995, 5918]","[0.124, 0.18000000000000005, 5935]","[0.12, 0.17200000000000004, 5952]","[0.104, 0.15600000000000003, 5968]","[0.10000000000000001, 0.14800000000000002, 5985]","[0.087999999999999995, 0.13600000000000001, 6001]","[0.080000000000000002, 0.128, 6018]","[0.068000000000000005, 0.12, 6051]","[0.059999999999999998, 0.11199999999999999, 6068]","[0.056000000000000001, 0.10799999999999998, 6084]","[0.051999999999999998, 0.10799999999999998, 6101]","[0.048000000000000001, 0.099999999999999978, 6118]","[0.040000000000000001, 0.095999999999999974, 6135]","[0.028000000000000001, 0.07999999999999996, 6151]","[0.016, 0.071999999999999953, 6168]","[0.0040000000000000001, 0.060000000000000053, 6184]","[-0.0080000000000000002, 0.044000000000000039, 6201]","[-0.012, 0.036000000000000032, 6217]","[-0.02, 0.028000000000000025, 6234]","[-0.024, 0.020000000000000018, 6268]","[-0.035999999999999997, -0.0040000000000000036, 6301]","[-0.051999999999999998, -0.032000000000000028, 6317]","[-0.059999999999999998, -0.048000000000000043, 6335]","[-0.071999999999999995, -0.072000000000000064, 6369]","[-0.091999999999999998, -0.1080000000000001, 6401]","[-0.112, -0.12799999999999989, 6435]","[-0.124, -0.14399999999999991, 6467]","[-0.13200000000000001, -0.15999999999999992, 6502]","[-0.14000000000000001, -0.17599999999999993, 6534]","[-0.14799999999999999, -0.20799999999999996, 6568]","[-0.156, -0.23199999999999998, 6601]","[-0.16400000000000001, -0.248, 6635]","[-0.16800000000000001, -0.26000000000000001, 6668]","[-0.17199999999999999, -0.26000000000000001, 6701]","[-0.17199999999999999, -0.26800000000000002, 6735]","[-0.17999999999999999, -0.28000000000000003, 6768]","[-0.184, -0.29600000000000004, 6802]","[-0.188, -0.30000000000000004, 6834]","[-0.19600000000000001, -0.31200000000000006, 6868]","[-0.20399999999999999, -0.32400000000000007, 6902]","[-0.21199999999999999, -0.33600000000000008, 6935]","[-0.21199999999999999, -0.33600000000000008, 6968]","[-0.21199999999999999, -0.33600000000000008, 7002]","[-0.21199999999999999, -0.33600000000000008, 7035]","[-0.216, -0.34000000000000008, 7069]","[-0.216, -0.34000000000000008, 7102]","[-0.216, -0.34400000000000008, 7136]","[-0.22, -0.34800000000000009, 7168]","[-0.22, -0.35200000000000009, 7202]","[-0.224, -0.35200000000000009, 7235]","[-0.224, -0.35200000000000009, 7268]","[-0.224, -0.35200000000000009, 7301]","[-0.224, -0.35200000000000009, 7335]","[-0.224, -0.35200000000000009, 7369]","[-0.224, -0.35200000000000009, 7402]","[-0.20799999999999999, -0.35200000000000009, 7435]"
