"[-0.043999999999999997, -0.040000000000000036, 1532]","[-0.043999999999999997, -0.024000000000000021, 1549]","[-0.043999999999999997, -0.020000000000000018, 1566]","[-0.043999999999999997, -0.012000000000000011, 1582]","[-0.043999999999999997, -0.0040000000000000036, 1599]","[-0.043999999999999997, 0.0040000000000000036, 1615]","[-0.043999999999999997, 0.020000000000000018, 1631]","[-0.043999999999999997, 0.040000000000000036, 1649]","[-0.043999999999999997, 0.05600000000000005, 1666]","[-0.040000000000000001, 0.071999999999999953, 1683]","[-0.032000000000000001, 0.087999999999999967, 1699]","[-0.016, 0.10799999999999998, 1715]","[-0.0040000000000000001, 0.12, 1732]","[0.012, 0.128, 1749]","[0.035999999999999997, 0.13600000000000001, 1765]","[0.048000000000000001, 0.13600000000000001, 1782]","[0.075999999999999998, 0.13200000000000001, 1799]","[0.108, 0.10799999999999998, 1816]","[0.11600000000000001, 0.095999999999999974, 1832]","[0.14000000000000001, 0.060000000000000053, 1849]","[0.152, 0.040000000000000036, 1865]","[0.156, 0.020000000000000018, 1882]","[0.16400000000000001, 0.0080000000000000071, 1899]","[0.16400000000000001, -0.0040000000000000036, 1915]","[0.16400000000000001, -0.016000000000000014, 1932]","[0.16400000000000001, -0.020000000000000018, 1948]","[0.16400000000000001, -0.020000000000000018, 1965]","[0.16400000000000001, -0.024000000000000021, 1983]","[0.16400000000000001, -0.024000000000000021, 1999]","[0.16400000000000001, -0.020000000000000018, 2016]"
"[-0.071999999999999995, 0.15600000000000003, 2482]","[-0.068000000000000005, 0.16000000000000003, 2516]","[-0.064000000000000001, 0.16000000000000003, 2532]","[-0.056000000000000001, 0.16000000000000003, 2549]","[-0.040000000000000001, 0.15600000000000003, 2566]","[-0.024, 0.15200000000000002, 2582]","[-0.0040000000000000001, 0.15200000000000002, 2599]","[0.02, 0.15200000000000002, 2617]","[0.051999999999999998, 0.15200000000000002, 2632]","[0.071999999999999995, 0.15200000000000002, 2650]","[0.084000000000000005, 0.15200000000000002, 2667]","[0.104, 0.15600000000000003, 2682]","[0.11600000000000001, 0.16000000000000003, 2699]","[0.124, 0.16000000000000003, 2716]","[0.13200000000000001, 0.16400000000000003, 2733]","[0.14000000000000001, 0.16800000000000004, 2750]","[0.14799999999999999, 0.16800000000000004, 2766]","[0.152, 0.17200000000000004, 2783]","[0.152, 0.17600000000000005, 2799]","[0.152, 0.18000000000000005, 2816]","[0.152, 0.18799999999999994, 2833]","[0.152, 0.19599999999999995, 2850]","[0.14799999999999999, 0.20799999999999996, 2866]","[0.14799999999999999, 0.20799999999999996, 2883]","[0.14000000000000001, 0.21599999999999997, 2900]","[0.13200000000000001, 0.21999999999999997, 2916]","[0.124, 0.22399999999999998, 2933]","[0.11600000000000001, 0.22399999999999998, 2949]","[0.112, 0.22399999999999998, 2966]","[0.104, 0.22799999999999998, 2983]","[0.10000000000000001, 0.22799999999999998, 3000]","[0.10000000000000001, 0.22799999999999998, 3016]","[0.10000000000000001, 0.22799999999999998, 3033]"
