"[-0.12, 0.23599999999999999, 1132]","[-0.12, 0.23599999999999999, 1149]","[-0.12, 0.23599999999999999, 1165]","[-0.12, 0.23599999999999999, 1182]","[-0.12, 0.23599999999999999, 1199]","[-0.12, 0.23599999999999999, 1216]","[-0.12, 0.23599999999999999, 1232]","[-0.12, 0.23599999999999999, 1249]","[-0.12, 0.23599999999999999, 1265]","[-0.12, 0.23599999999999999, 1282]","[-0.12, 0.23599999999999999, 1299]","[-0.12, 0.23599999999999999, 1315]","[-0.12, 0.23599999999999999, 1332]","[-0.12, 0.23599999999999999, 1348]","[-0.12, 0.23599999999999999, 1366]","[-0.12, 0.23599999999999999, 1381]","[-0.12, 0.23599999999999999, 1399]","[-0.12, 0.23599999999999999, 1416]","[-0.12, 0.22399999999999998, 1432]","[-0.11600000000000001, 0.20399999999999996, 1448]","[-0.112, 0.18000000000000005, 1466]","[-0.108, 0.14400000000000002, 1483]","[-0.108, 0.12, 1498]","[-0.104, 0.091999999999999971, 1516]","[-0.10000000000000001, 0.063999999999999946, 1533]","[-0.10000000000000001, 0.024000000000000021, 1549]","[-0.096000000000000002, 0.0, 1566]","[-0.096000000000000002, -0.028000000000000025, 1582]","[-0.096000000000000002, -0.05600000000000005, 1599]","[-0.096000000000000002, -0.080000000000000071, 1615]","[-0.096000000000000002, -0.1080000000000001, 1633]","[-0.091999999999999998, -0.12400000000000011, 1649]","[-0.091999999999999998, -0.1359999999999999, 1666]","[-0.091999999999999998, -0.14799999999999991, 1682]","[-0.087999999999999995, -0.15599999999999992, 1699]","[-0.087999999999999995, -0.16399999999999992, 1716]","[-0.087999999999999995, -0.17199999999999993, 1732]","[-0.087999999999999995, -0.17599999999999993, 1750]","[-0.087999999999999995, -0.18399999999999994, 1766]","[-0.084000000000000005, -0.18399999999999994, 1799]","[-0.084000000000000005, -0.19199999999999995, 1832]","[-0.084000000000000005, -0.19199999999999995, 1866]"
"[-0.091999999999999998, -0.024000000000000021, 5852]","[-0.091999999999999998, -0.016000000000000014, 5886]","[-0.091999999999999998, -0.012000000000000011, 5902]","[-0.091999999999999998, -0.012000000000000011, 5918]","[-0.091999999999999998, -0.0080000000000000071, 5936]","[-0.091999999999999998, -0.0080000000000000071, 5952]","[-0.091999999999999998, -0.0080000000000000071, 5969]","[-0.091999999999999998, -0.0080000000000000071, 5985]","[-0.091999999999999998, -0.0080000000000000071, 6002]"
"[-0.080000000000000002, -0.032000000000000028, 10206]","[-0.080000000000000002, -0.036000000000000032, 10239]","[-0.080000000000000002, -0.036000000000000032, 10255]","[-0.080000000000000002, -0.036000000000000032, 10272]","[-0.080000000000000002, -0.036000000000000032, 10289]","[-0.080000000000000002, -0.036000000000000032, 10306]","[-0.080000000000000002, -0.036000000000000032, 10322]","[-0.080000000000000002, -0.036000000000000032, 10339]","[-0.080000000000000002, -0.036000000000000032, 10355]","[-0.080000000000000002, -0.036000000000000032, 10373]","[-0.080000000000000002, -0.036000000000000032, 10389]","[-0.080000000000000002, -0.036000000000000032, 10406]","[-0.080000000000000002, -0.036000000000000032, 10422]","[-0.080000000000000002, -0.036000000000000032, 10438]","[-0.080000000000000002, -0.036000000000000032, 10456]","[-0.080000000000000002, -0.040000000000000036, 10472]","[-0.080000000000000002, -0.044000000000000039, 10489]","[-0.071999999999999995, -0.048000000000000043, 10505]","[-0.068000000000000005, -0.052000000000000046, 10522]","[-0.056000000000000001, -0.05600000000000005, 10539]","[-0.051999999999999998, -0.05600000000000005, 10556]","[-0.043999999999999997, -0.064000000000000057, 10573]","[-0.035999999999999997, -0.06800000000000006, 10589]","[-0.028000000000000001, -0.072000000000000064, 10605]","[-0.02, -0.076000000000000068, 10623]","[-0.0080000000000000002, -0.080000000000000071, 10639]","[0.0, -0.084000000000000075, 10656]","[0.0080000000000000002, -0.088000000000000078, 10672]","[0.016, -0.092000000000000082, 10689]","[0.024, -0.096000000000000085, 10706]","[0.032000000000000001, -0.10000000000000009, 10739]","[0.051999999999999998, -0.1080000000000001, 10756]","[0.056000000000000001, -0.1120000000000001, 10772]","[0.064000000000000001, -0.1160000000000001, 10789]","[0.071999999999999995, -0.12000000000000011, 10805]","[0.075999999999999998, -0.12400000000000011, 10823]","[0.084000000000000005, -0.12799999999999989, 10839]","[0.091999999999999998, -0.1319999999999999, 10855]","[0.096000000000000002, -0.1359999999999999, 10873]","[0.104, -0.1399999999999999, 10906]","[0.112, -0.14799999999999991, 10939]","[0.12, -0.15599999999999992, 10973]","[0.12, -0.15599999999999992, 11007]","[0.124, -0.15999999999999992, 11039]","[0.13200000000000001, -0.16399999999999992, 11073]","[0.13200000000000001, -0.16399999999999992, 11106]"
"[-0.068000000000000005, -0.040000000000000036, 16227]","[-0.068000000000000005, -0.044000000000000039, 16276]","[-0.068000000000000005, -0.044000000000000039, 16293]","[-0.068000000000000005, -0.044000000000000039, 16309]","[-0.068000000000000005, -0.044000000000000039, 16326]","[-0.068000000000000005, -0.044000000000000039, 16343]","[-0.068000000000000005, -0.044000000000000039, 16359]","[-0.068000000000000005, -0.044000000000000039, 16377]","[-0.068000000000000005, -0.044000000000000039, 16393]","[-0.068000000000000005, -0.044000000000000039, 16410]","[-0.068000000000000005, -0.044000000000000039, 16426]","[-0.068000000000000005, -0.044000000000000039, 16443]","[-0.068000000000000005, -0.044000000000000039, 16460]","[-0.068000000000000005, -0.044000000000000039, 16476]","[-0.068000000000000005, -0.044000000000000039, 16493]","[-0.059999999999999998, -0.036000000000000032, 16510]","[-0.059999999999999998, -0.036000000000000032, 16526]","[-0.051999999999999998, -0.032000000000000028, 16543]","[-0.048000000000000001, -0.028000000000000025, 16560]","[-0.043999999999999997, -0.028000000000000025, 16576]","[-0.040000000000000001, -0.024000000000000021, 16593]","[-0.028000000000000001, -0.012000000000000011, 16610]","[-0.016, 0.0, 16627]","[-0.0080000000000000002, 0.0040000000000000036, 16643]","[-0.0040000000000000001, 0.012000000000000011, 16660]","[0.0040000000000000001, 0.020000000000000018, 16677]","[0.016, 0.028000000000000025, 16694]","[0.024, 0.036000000000000032, 16710]","[0.028000000000000001, 0.040000000000000036, 16727]","[0.032000000000000001, 0.044000000000000039, 16760]","[0.048000000000000001, 0.05600000000000005, 16777]","[0.051999999999999998, 0.060000000000000053, 16794]","[0.064000000000000001, 0.067999999999999949, 16827]","[0.071999999999999995, 0.075999999999999956, 16844]","[0.080000000000000002, 0.083999999999999964, 16860]","[0.091999999999999998, 0.091999999999999971, 16876]","[0.10000000000000001, 0.095999999999999974, 16894]","[0.104, 0.095999999999999974, 16927]","[0.104, 0.099999999999999978, 16961]","[0.108, 0.10399999999999998, 16993]","[0.108, 0.10799999999999998, 17011]","[0.108, 0.10799999999999998, 17027]","[0.108, 0.10799999999999998, 17043]","[0.108, 0.10399999999999998, 17060]"
