"[-0.216, 0.17200000000000004, 1667]","[-0.216, 0.17200000000000004, 1684]","[-0.216, 0.16800000000000004, 1701]","[-0.216, 0.16800000000000004, 1717]","[-0.216, 0.16800000000000004, 1734]","[-0.216, 0.16400000000000003, 1750]","[-0.216, 0.16400000000000003, 1767]","[-0.216, 0.16400000000000003, 1784]","[-0.216, 0.16400000000000003, 1801]","[-0.216, 0.16400000000000003, 1818]","[-0.216, 0.17600000000000005, 1834]","[-0.21199999999999999, 0.19199999999999995, 1850]","[-0.20799999999999999, 0.21599999999999997, 1867]","[-0.20399999999999999, 0.23599999999999999, 1884]","[-0.19600000000000001, 0.26400000000000001, 1901]","[-0.188, 0.27600000000000002, 1918]","[-0.17999999999999999, 0.28400000000000003, 1934]","[-0.16800000000000001, 0.28800000000000003, 1951]","[-0.156, 0.28800000000000003, 1968]","[-0.14799999999999999, 0.28000000000000003, 1984]","[-0.13600000000000001, 0.26800000000000002, 2001]","[-0.12, 0.248, 2018]","[-0.108, 0.23199999999999998, 2034]","[-0.091999999999999998, 0.21599999999999997, 2051]","[-0.075999999999999998, 0.20399999999999996, 2068]","[-0.059999999999999998, 0.19199999999999995, 2084]","[-0.040000000000000001, 0.18799999999999994, 2101]","[-0.0080000000000000002, 0.18799999999999994, 2118]","[0.016, 0.18799999999999994, 2134]","[0.040000000000000001, 0.19199999999999995, 2151]","[0.071999999999999995, 0.20399999999999996, 2167]","[0.087999999999999995, 0.21599999999999997, 2185]","[0.104, 0.22399999999999998, 2200]","[0.11600000000000001, 0.23599999999999999, 2218]","[0.128, 0.252, 2234]","[0.13200000000000001, 0.27200000000000002, 2251]","[0.13600000000000001, 0.28800000000000003, 2267]","[0.13600000000000001, 0.30400000000000005, 2284]","[0.14000000000000001, 0.31599999999999995, 2301]","[0.14000000000000001, 0.32799999999999996, 2318]","[0.14000000000000001, 0.33199999999999996, 2334]","[0.14000000000000001, 0.34399999999999997, 2350]","[0.13200000000000001, 0.35599999999999998, 2368]","[0.11600000000000001, 0.372, 2384]","[0.091999999999999998, 0.376, 2401]","[0.068000000000000005, 0.38400000000000001, 2418]","[0.028000000000000001, 0.38400000000000001, 2434]","[0.016, 0.38, 2451]","[0.0080000000000000002, 0.372, 2467]","[0.0080000000000000002, 0.36399999999999999, 2484]","[0.0080000000000000002, 0.34799999999999998, 2503]"
"[-0.12, 0.21999999999999997, 3135]","[-0.12, 0.22799999999999998, 3169]","[-0.11600000000000001, 0.22799999999999998, 3185]","[-0.11600000000000001, 0.22799999999999998, 3202]","[-0.11600000000000001, 0.22799999999999998, 3220]","[-0.11600000000000001, 0.22799999999999998, 3235]","[-0.11600000000000001, 0.22799999999999998, 3251]","[-0.11600000000000001, 0.22799999999999998, 3269]","[-0.11600000000000001, 0.22799999999999998, 3286]","[-0.11600000000000001, 0.22799999999999998, 3302]","[-0.11600000000000001, 0.21999999999999997, 3319]","[-0.11600000000000001, 0.21599999999999997, 3335]","[-0.11600000000000001, 0.20799999999999996, 3352]","[-0.12, 0.19999999999999996, 3369]","[-0.12, 0.19599999999999995, 3385]","[-0.12, 0.18799999999999994, 3402]","[-0.124, 0.18000000000000005, 3419]","[-0.124, 0.16800000000000004, 3435]","[-0.128, 0.15600000000000003, 3452]","[-0.128, 0.13200000000000001, 3469]","[-0.128, 0.11599999999999999, 3485]","[-0.128, 0.099999999999999978, 3502]","[-0.124, 0.063999999999999946, 3519]","[-0.11600000000000001, 0.044000000000000039, 3536]","[-0.104, 0.028000000000000025, 3552]","[-0.091999999999999998, 0.012000000000000011, 3569]","[-0.068000000000000005, -0.012000000000000011, 3585]","[-0.048000000000000001, -0.020000000000000018, 3602]","[-0.028000000000000001, -0.024000000000000021, 3619]","[-0.012, -0.024000000000000021, 3636]","[0.0080000000000000002, -0.0080000000000000071, 3652]","[0.016, 0.016000000000000014, 3668]","[0.024, 0.044000000000000039, 3685]","[0.028000000000000001, 0.060000000000000053, 3702]","[0.028000000000000001, 0.071999999999999953, 3719]","[0.028000000000000001, 0.07999999999999996, 3735]","[0.024, 0.083999999999999964, 3752]","[0.024, 0.083999999999999964, 3768]","[0.024, 0.083999999999999964, 3786]","[0.024, 0.083999999999999964, 3803]","[0.024, 0.083999999999999964, 3818]","[0.024, 0.07999999999999996, 3836]","[0.028000000000000001, 0.071999999999999953, 3853]","[0.040000000000000001, 0.05600000000000005, 3869]","[0.048000000000000001, 0.040000000000000036, 3885]","[0.056000000000000001, 0.032000000000000028, 3902]","[0.068000000000000005, 0.028000000000000025, 3919]","[0.091999999999999998, 0.028000000000000025, 3936]","[0.108, 0.032000000000000028, 3956]","[0.13200000000000001, 0.044000000000000039, 3982]","[0.14799999999999999, 0.060000000000000053, 4003]","[0.152, 0.083999999999999964, 4022]","[0.156, 0.11199999999999999, 4049]","[0.156, 0.128, 4070]","[0.14399999999999999, 0.14000000000000001, 4088]","[0.13600000000000001, 0.15200000000000002, 4116]","[0.124, 0.16000000000000003, 4136]","[0.124, 0.16000000000000003, 4155]","[0.124, 0.16000000000000003, 4181]","[0.124, 0.16000000000000003, 4209]"
