"[-0.29999999999999999, 0.19199999999999995, 1649]","[-0.30399999999999999, 0.18799999999999994, 1666]","[-0.30399999999999999, 0.18799999999999994, 1683]","[-0.30399999999999999, 0.18400000000000005, 1700]","[-0.29999999999999999, 0.18000000000000005, 1716]","[-0.28799999999999998, 0.17200000000000004, 1733]","[-0.27600000000000002, 0.16000000000000003, 1749]","[-0.25600000000000001, 0.14800000000000002, 1766]","[-0.22800000000000001, 0.128, 1782]","[-0.17999999999999999, 0.091999999999999971, 1799]","[-0.13200000000000001, 0.060000000000000053, 1833]","[-0.071999999999999995, 0.0040000000000000036, 1849]","[-0.059999999999999998, -0.016000000000000014, 1866]","[-0.024, -0.072000000000000064, 1883]","[-0.0040000000000000001, -0.10000000000000009, 1900]","[0.02, -0.12799999999999989, 1916]","[0.048000000000000001, -0.15999999999999992, 1933]","[0.064000000000000001, -0.17999999999999994, 1949]","[0.084000000000000005, -0.20399999999999996, 1966]","[0.104, -0.23199999999999998, 1983]","[0.128, -0.26400000000000001, 1999]","[0.14000000000000001, -0.27600000000000002, 2017]","[0.14799999999999999, -0.28400000000000003, 2033]","[0.152, -0.28800000000000003, 2049]","[0.152, -0.28800000000000003, 2066]"
"[0.12, 0.28400000000000003, 2449]","[0.124, 0.31999999999999995, 2483]","[0.124, 0.31999999999999995, 2499]","[0.124, 0.31999999999999995, 2517]","[0.124, 0.31999999999999995, 2533]","[0.124, 0.31999999999999995, 2549]","[0.11600000000000001, 0.30800000000000005, 2566]","[0.087999999999999995, 0.26800000000000002, 2583]","[0.068000000000000005, 0.23599999999999999, 2599]","[0.056000000000000001, 0.21599999999999997, 2617]","[0.028000000000000001, 0.15200000000000002, 2633]","[0.0080000000000000002, 0.095999999999999974, 2649]","[0.0, 0.07999999999999996, 2666]","[-0.032000000000000001, 0.016000000000000014, 2683]","[-0.048000000000000001, -0.028000000000000025, 2699]","[-0.068000000000000005, -0.076000000000000068, 2717]","[-0.071999999999999995, -0.088000000000000078, 2733]","[-0.091999999999999998, -0.12000000000000011, 2749]","[-0.104, -0.14399999999999991, 2766]","[-0.11600000000000001, -0.15999999999999992, 2783]","[-0.124, -0.17599999999999993, 2799]","[-0.128, -0.17999999999999994, 2817]","[-0.13600000000000001, -0.19599999999999995, 2833]","[-0.14399999999999999, -0.20799999999999996, 2850]","[-0.16, -0.23199999999999998, 2866]","[-0.16, -0.23599999999999999, 2884]","[-0.16400000000000001, -0.24399999999999999, 2900]","[-0.16400000000000001, -0.24399999999999999, 2917]","[-0.16400000000000001, -0.23999999999999999, 2934]","[-0.152, -0.21999999999999997, 2950]"
