"[-0.24399999999999999, 0.20799999999999996, 983]","[-0.24399999999999999, 0.20799999999999996, 999]","[-0.23999999999999999, 0.20399999999999996, 1016]","[-0.23999999999999999, 0.20399999999999996, 1035]","[-0.22, 0.20399999999999996, 1051]","[-0.20000000000000001, 0.20399999999999996, 1067]","[-0.17999999999999999, 0.20799999999999996, 1083]","[-0.152, 0.20799999999999996, 1099]","[-0.12, 0.20799999999999996, 1116]","[-0.059999999999999998, 0.20399999999999996, 1134]","[-0.016, 0.20399999999999996, 1150]","[0.028000000000000001, 0.20399999999999996, 1166]","[0.071999999999999995, 0.20399999999999996, 1183]","[0.112, 0.20799999999999996, 1199]","[0.156, 0.21199999999999997, 1217]","[0.17599999999999999, 0.21199999999999997, 1233]","[0.188, 0.21199999999999997, 1250]","[0.19600000000000001, 0.21199999999999997, 1266]","[0.20399999999999999, 0.21199999999999997, 1283]","[0.20799999999999999, 0.21199999999999997, 1300]","[0.20799999999999999, 0.21199999999999997, 1317]","[0.20399999999999999, 0.20799999999999996, 1333]"
"[-0.075999999999999998, 0.21199999999999997, 1934]","[-0.075999999999999998, 0.21199999999999997, 1965]","[-0.075999999999999998, 0.21199999999999997, 1978]","[-0.075999999999999998, 0.21199999999999997, 1991]","[-0.075999999999999998, 0.20799999999999996, 2005]","[-0.071999999999999995, 0.20799999999999996, 2017]","[-0.064000000000000001, 0.20399999999999996, 2033]","[-0.056000000000000001, 0.19199999999999995, 2050]","[-0.043999999999999997, 0.18000000000000005, 2067]","[-0.035999999999999997, 0.16000000000000003, 2084]","[-0.028000000000000001, 0.128, 2100]","[-0.024, 0.10799999999999998, 2117]","[-0.024, 0.087999999999999967, 2134]","[-0.024, 0.063999999999999946, 2150]","[-0.024, 0.044000000000000039, 2167]","[-0.028000000000000001, 0.020000000000000018, 2184]","[-0.028000000000000001, 0.0080000000000000071, 2201]","[-0.028000000000000001, 0.0040000000000000036, 2217]","[-0.028000000000000001, 0.0040000000000000036, 2234]","[-0.028000000000000001, 0.0040000000000000036, 2251]","[-0.028000000000000001, 0.0040000000000000036, 2267]","[-0.028000000000000001, 0.012000000000000011, 2284]"
"[-0.22800000000000001, -0.024000000000000021, 2701]","[-0.22, -0.020000000000000018, 2734]","[-0.21199999999999999, -0.016000000000000014, 2751]","[-0.20000000000000001, -0.0080000000000000071, 2767]","[-0.16400000000000001, 0.0, 2785]","[-0.13600000000000001, 0.0040000000000000036, 2801]","[-0.104, 0.0080000000000000071, 2818]","[-0.068000000000000005, 0.012000000000000011, 2834]","[-0.032000000000000001, 0.012000000000000011, 2851]","[0.016, 0.012000000000000011, 2868]","[0.043999999999999997, 0.012000000000000011, 2884]","[0.068000000000000005, 0.0080000000000000071, 2901]","[0.091999999999999998, 0.0, 2917]","[0.124, -0.020000000000000018, 2935]","[0.14000000000000001, -0.036000000000000032, 2951]","[0.16, -0.052000000000000046, 2968]","[0.17599999999999999, -0.072000000000000064, 2984]","[0.20399999999999999, -0.1080000000000001, 3001]","[0.216, -0.1319999999999999, 3018]","[0.22800000000000001, -0.15999999999999992, 3034]","[0.23999999999999999, -0.18799999999999994, 3051]","[0.248, -0.21999999999999997, 3068]","[0.252, -0.23199999999999998, 3085]","[0.252, -0.23199999999999998, 3101]","[0.252, -0.23199999999999998, 3118]"
