"[0.104, 0.17600000000000005, 2701]","[0.10000000000000001, 0.16800000000000004, 2718]","[0.10000000000000001, 0.16800000000000004, 2735]","[0.10000000000000001, 0.16800000000000004, 2752]","[0.10000000000000001, 0.16800000000000004, 2768]","[0.096000000000000002, 0.18400000000000005, 2785]","[0.091999999999999998, 0.20799999999999996, 2802]","[0.080000000000000002, 0.23199999999999998, 2819]","[0.068000000000000005, 0.25600000000000001, 2835]","[0.051999999999999998, 0.27200000000000002, 2851]","[0.032000000000000001, 0.28400000000000003, 2869]","[0.0, 0.29200000000000004, 2884]","[-0.02, 0.29200000000000004, 2902]","[-0.040000000000000001, 0.28800000000000003, 2918]","[-0.071999999999999995, 0.26800000000000002, 2935]","[-0.091999999999999998, 0.252, 2951]","[-0.108, 0.22799999999999998, 2969]","[-0.12, 0.20399999999999996, 2985]","[-0.13600000000000001, 0.14800000000000002, 3002]","[-0.14399999999999999, 0.099999999999999978, 3018]","[-0.14799999999999999, 0.052000000000000046, 3035]","[-0.14799999999999999, 0.0040000000000000036, 3052]","[-0.13600000000000001, -0.06800000000000006, 3068]","[-0.128, -0.10400000000000009, 3085]","[-0.12, -0.1359999999999999, 3101]","[-0.112, -0.16399999999999992, 3119]","[-0.104, -0.19199999999999995, 3136]","[-0.091999999999999998, -0.22799999999999998, 3151]","[-0.080000000000000002, -0.248, 3169]","[-0.064000000000000001, -0.26400000000000001, 3184]","[-0.032000000000000001, -0.27200000000000002, 3202]","[-0.012, -0.26800000000000002, 3219]","[0.012, -0.252, 3235]","[0.035999999999999997, -0.22799999999999998, 3251]","[0.059999999999999998, -0.20399999999999996, 3269]","[0.080000000000000002, -0.15999999999999992, 3284]","[0.091999999999999998, -0.12799999999999989, 3302]","[0.096000000000000002, -0.10000000000000009, 3318]","[0.096000000000000002, -0.088000000000000078, 3335]","[0.096000000000000002, -0.084000000000000075, 3352]","[0.096000000000000002, -0.084000000000000075, 3368]","[0.096000000000000002, -0.084000000000000075, 3385]","[0.096000000000000002, -0.084000000000000075, 3402]","[0.096000000000000002, -0.084000000000000075, 3418]","[0.096000000000000002, -0.084000000000000075, 3435]","[0.096000000000000002, -0.084000000000000075, 3452]","[0.096000000000000002, -0.084000000000000075, 3477]","[0.096000000000000002, -0.084000000000000075, 3502]","[0.091999999999999998, -0.092000000000000082, 3519]"
"[0.012, 0.12, 4452]","[0.012, 0.11599999999999999, 4486]","[0.012, 0.11599999999999999, 4503]","[0.012, 0.11599999999999999, 4519]","[0.012, 0.11599999999999999, 4536]","[0.016, 0.11599999999999999, 4553]","[0.02, 0.12, 4569]","[0.032000000000000001, 0.13600000000000001, 4586]","[0.040000000000000001, 0.14400000000000002, 4602]","[0.048000000000000001, 0.15200000000000002, 4619]","[0.059999999999999998, 0.16000000000000003, 4636]","[0.071999999999999995, 0.17200000000000004, 4653]","[0.080000000000000002, 0.18000000000000005, 4669]","[0.091999999999999998, 0.18400000000000005, 4687]","[0.10000000000000001, 0.18400000000000005, 4703]","[0.108, 0.18799999999999994, 4719]","[0.124, 0.18799999999999994, 4736]","[0.13600000000000001, 0.18799999999999994, 4752]","[0.14399999999999999, 0.18400000000000005, 4770]","[0.152, 0.18000000000000005, 4787]","[0.16400000000000001, 0.17200000000000004, 4803]","[0.17199999999999999, 0.16400000000000003, 4819]","[0.17599999999999999, 0.15200000000000002, 4836]","[0.17999999999999999, 0.13600000000000001, 4853]","[0.17999999999999999, 0.124, 4869]","[0.17999999999999999, 0.10799999999999998, 4886]","[0.17999999999999999, 0.091999999999999971, 4903]","[0.17999999999999999, 0.067999999999999949, 4919]","[0.17599999999999999, 0.052000000000000046, 4936]","[0.17599999999999999, 0.032000000000000028, 4953]","[0.17199999999999999, 0.012000000000000011, 4969]","[0.17199999999999999, -0.0080000000000000071, 4986]","[0.17199999999999999, -0.032000000000000028, 5003]","[0.17199999999999999, -0.044000000000000039, 5020]","[0.17199999999999999, -0.052000000000000046, 5036]","[0.17199999999999999, -0.05600000000000005, 5053]","[0.17199999999999999, -0.060000000000000053, 5069]","[0.17199999999999999, -0.060000000000000053, 5086]","[0.17199999999999999, -0.05600000000000005, 5102]","[0.17199999999999999, -0.040000000000000036, 5120]"
"[0.13600000000000001, 0.071999999999999953, 5436]","[0.14000000000000001, 0.071999999999999953, 5471]","[0.14399999999999999, 0.071999999999999953, 5487]","[0.152, 0.071999999999999953, 5503]","[0.16, 0.071999999999999953, 5521]","[0.17599999999999999, 0.071999999999999953, 5537]","[0.20399999999999999, 0.071999999999999953, 5553]","[0.22800000000000001, 0.067999999999999949, 5570]","[0.252, 0.063999999999999946, 5586]","[0.26800000000000002, 0.060000000000000053, 5604]","[0.28000000000000003, 0.060000000000000053, 5621]","[0.28399999999999997, 0.060000000000000053, 5638]","[0.29599999999999999, 0.05600000000000005, 5653]","[0.30399999999999999, 0.052000000000000046, 5671]"
