"[-0.32000000000000001, 0.26000000000000001, 1116]","[-0.32000000000000001, 0.26000000000000001, 1133]","[-0.32000000000000001, 0.26000000000000001, 1150]","[-0.32000000000000001, 0.26000000000000001, 1166]","[-0.308, 0.26000000000000001, 1183]","[-0.28399999999999997, 0.26800000000000002, 1199]","[-0.26800000000000002, 0.26800000000000002, 1216]","[-0.248, 0.27200000000000002, 1233]","[-0.22800000000000001, 0.27200000000000002, 1258]","[-0.184, 0.27200000000000002, 1269]","[-0.17199999999999999, 0.26800000000000002, 1283]","[-0.14799999999999999, 0.26800000000000002, 1300]","[-0.12, 0.26800000000000002, 1317]","[-0.080000000000000002, 0.26800000000000002, 1334]","[-0.051999999999999998, 0.26800000000000002, 1350]","[-0.028000000000000001, 0.26800000000000002, 1366]","[-0.012, 0.26800000000000002, 1384]","[0.016, 0.26800000000000002, 1400]","[0.028000000000000001, 0.26800000000000002, 1416]","[0.040000000000000001, 0.26800000000000002, 1434]","[0.043999999999999997, 0.26800000000000002, 1450]","[0.048000000000000001, 0.26800000000000002, 1467]","[0.048000000000000001, 0.26800000000000002, 1484]","[0.048000000000000001, 0.26800000000000002, 1502]","[0.048000000000000001, 0.26800000000000002, 1517]"
"[-0.10000000000000001, 0.26000000000000001, 3552]","[-0.10000000000000001, 0.26000000000000001, 3585]","[-0.10000000000000001, 0.26000000000000001, 3601]","[-0.10000000000000001, 0.26000000000000001, 3618]","[-0.10000000000000001, 0.26000000000000001, 3636]","[-0.10000000000000001, 0.25600000000000001, 3651]","[-0.096000000000000002, 0.252, 3668]","[-0.087999999999999995, 0.23999999999999999, 3685]","[-0.080000000000000002, 0.22399999999999998, 3701]","[-0.071999999999999995, 0.20799999999999996, 3718]","[-0.064000000000000001, 0.18000000000000005, 3735]","[-0.059999999999999998, 0.16000000000000003, 3751]","[-0.059999999999999998, 0.14000000000000001, 3769]","[-0.059999999999999998, 0.10799999999999998, 3785]","[-0.059999999999999998, 0.083999999999999964, 3802]","[-0.059999999999999998, 0.060000000000000053, 3819]","[-0.064000000000000001, 0.036000000000000032, 3835]","[-0.068000000000000005, 0.0080000000000000071, 3852]","[-0.075999999999999998, -0.0080000000000000071, 3868]","[-0.084000000000000005, -0.024000000000000021, 3885]","[-0.087999999999999995, -0.040000000000000036, 3901]","[-0.096000000000000002, -0.05600000000000005, 3918]","[-0.108, -0.076000000000000068, 3935]","[-0.11600000000000001, -0.088000000000000078, 3952]","[-0.128, -0.096000000000000085, 3968]","[-0.14000000000000001, -0.1080000000000001, 3985]","[-0.16800000000000001, -0.12000000000000011, 4001]","[-0.184, -0.12400000000000011, 4018]","[-0.20000000000000001, -0.12400000000000011, 4035]","[-0.22, -0.12400000000000011, 4052]","[-0.23999999999999999, -0.1120000000000001, 4068]","[-0.252, -0.10000000000000009, 4085]","[-0.26000000000000001, -0.092000000000000082, 4102]","[-0.26800000000000002, -0.076000000000000068, 4119]","[-0.27600000000000002, -0.052000000000000046, 4136]","[-0.27600000000000002, -0.040000000000000036, 4151]","[-0.27600000000000002, -0.024000000000000021, 4176]","[-0.26400000000000001, 0.0, 4201]","[-0.22, 0.052000000000000046, 4218]","[-0.19600000000000001, 0.075999999999999956, 4236]","[-0.16800000000000001, 0.095999999999999974, 4252]","[-0.13600000000000001, 0.11199999999999999, 4269]","[-0.11600000000000001, 0.11599999999999999, 4286]","[-0.091999999999999998, 0.11599999999999999, 4303]","[-0.068000000000000005, 0.11599999999999999, 4319]","[-0.048000000000000001, 0.11199999999999999, 4335]","[-0.02, 0.099999999999999978, 4352]","[0.0, 0.091999999999999971, 4368]","[0.02, 0.07999999999999996, 4385]","[0.035999999999999997, 0.071999999999999953, 4402]","[0.059999999999999998, 0.052000000000000046, 4419]","[0.071999999999999995, 0.040000000000000036, 4436]","[0.080000000000000002, 0.024000000000000021, 4454]","[0.091999999999999998, 0.0040000000000000036, 4481]","[0.124, -0.052000000000000046, 4503]","[0.13200000000000001, -0.06800000000000006, 4521]","[0.14799999999999999, -0.10000000000000009, 4547]","[0.156, -0.12799999999999989, 4569]","[0.16800000000000001, -0.15199999999999991, 4588]","[0.17199999999999999, -0.16399999999999992, 4614]","[0.17999999999999999, -0.18399999999999994, 4636]","[0.184, -0.19999999999999996, 4667]","[0.188, -0.23199999999999998, 4694]","[0.192, -0.26400000000000001, 4719]","[0.192, -0.28400000000000003, 4747]","[0.19600000000000001, -0.30400000000000005, 4769]","[0.19600000000000001, -0.32000000000000006, 4801]","[0.19600000000000001, -0.32400000000000007, 4828]","[0.19600000000000001, -0.32400000000000007, 4852]","[0.19600000000000001, -0.31200000000000006, 4881]","[0.19600000000000001, -0.29200000000000004, 4903]","[0.20000000000000001, -0.27200000000000002, 4933]","[0.20799999999999999, -0.23199999999999998, 4960]","[0.21199999999999999, -0.18799999999999994, 4986]","[0.21199999999999999, -0.15599999999999992, 5013]","[0.216, -0.1160000000000001, 5036]","[0.216, -0.084000000000000075, 5068]","[0.22, -0.040000000000000036, 5094]","[0.224, 0.012000000000000011, 5119]","[0.224, 0.044000000000000039, 5147]","[0.22, 0.091999999999999971, 5200]","[0.216, 0.124, 5227]","[0.216, 0.14400000000000002, 5253]","[0.21199999999999999, 0.16400000000000003, 5281]","[0.21199999999999999, 0.17600000000000005, 5303]","[0.20799999999999999, 0.18799999999999994, 5334]","[0.20799999999999999, 0.20799999999999996, 5361]","[0.20799999999999999, 0.21999999999999997, 5386]","[0.20799999999999999, 0.22799999999999998, 5414]","[0.20799999999999999, 0.22799999999999998, 5436]","[0.20799999999999999, 0.23199999999999998, 5467]","[0.20799999999999999, 0.23199999999999998, 5494]","[0.20799999999999999, 0.23199999999999998, 5520]","[0.20799999999999999, 0.23199999999999998, 5547]","[0.20799999999999999, 0.23199999999999998, 5570]","[0.20799999999999999, 0.23199999999999998, 5601]","[0.22800000000000001, 0.248, 5627]","[0.252, 0.26800000000000002, 5654]","[0.26000000000000001, 0.27200000000000002, 5681]","[0.26800000000000002, 0.27600000000000002, 5703]","[0.27200000000000002, 0.28000000000000003, 5734]","[0.28000000000000003, 0.28400000000000003, 5760]","[0.28000000000000003, 0.28800000000000003, 5787]","[0.28399999999999997, 0.28800000000000003, 5813]","[0.28399999999999997, 0.28800000000000003, 5837]"
