"[-0.112, 0.23599999999999999, 1017]","[-0.11600000000000001, 0.248, 1034]","[-0.12, 0.25600000000000001, 1051]","[-0.12, 0.25600000000000001, 1067]","[-0.12, 0.25600000000000001, 1084]","[-0.12, 0.25600000000000001, 1100]","[-0.124, 0.25600000000000001, 1117]","[-0.124, 0.248, 1133]","[-0.12, 0.20799999999999996, 1150]","[-0.11600000000000001, 0.16000000000000003, 1167]","[-0.112, 0.091999999999999971, 1183]","[-0.112, 0.016000000000000014, 1200]","[-0.108, -0.05600000000000005, 1216]","[-0.108, -0.12400000000000011, 1234]","[-0.108, -0.1359999999999999, 1251]","[-0.112, -0.1359999999999999, 1269]"
"[-0.112, 0.036000000000000032, 1484]","[-0.112, 0.036000000000000032, 1517]","[-0.108, 0.044000000000000039, 1534]","[-0.084000000000000005, 0.071999999999999953, 1551]","[-0.064000000000000001, 0.099999999999999978, 1567]","[-0.040000000000000001, 0.128, 1584]","[-0.0080000000000000002, 0.16000000000000003, 1601]","[0.012, 0.16400000000000003, 1617]"
"[-0.104, -0.0040000000000000036, 1784]","[-0.11600000000000001, 0.0, 1814]","[-0.11600000000000001, -0.0040000000000000036, 1827]","[-0.10000000000000001, -0.020000000000000018, 1841]","[-0.080000000000000002, -0.044000000000000039, 1851]","[-0.064000000000000001, -0.060000000000000053, 1867]","[-0.032000000000000001, -0.092000000000000082, 1884]","[0.02, -0.12400000000000011, 1901]","[0.043999999999999997, -0.1399999999999999, 1918]","[0.056000000000000001, -0.14799999999999991, 1934]"
