"[-0.224, 0.095999999999999974, 1650]","[-0.22800000000000001, 0.091999999999999971, 1688]","[-0.22800000000000001, 0.091999999999999971, 1699]","[-0.22800000000000001, 0.091999999999999971, 1716]","[-0.22800000000000001, 0.091999999999999971, 1733]","[-0.22800000000000001, 0.091999999999999971, 1750]","[-0.22800000000000001, 0.091999999999999971, 1767]","[-0.22800000000000001, 0.091999999999999971, 1782]","[-0.22800000000000001, 0.091999999999999971, 1801]","[-0.224, 0.087999999999999967, 1817]","[-0.20799999999999999, 0.083999999999999964, 1834]","[-0.16, 0.083999999999999964, 1850]","[-0.12, 0.083999999999999964, 1870]","[-0.051999999999999998, 0.091999999999999971, 1883]","[-0.032000000000000001, 0.095999999999999974, 1901]","[0.028000000000000001, 0.10399999999999998, 1919]","[0.056000000000000001, 0.11199999999999999, 1933]","[0.084000000000000005, 0.11599999999999999, 1951]","[0.12, 0.124, 1966]","[0.13200000000000001, 0.124, 1983]","[0.16400000000000001, 0.13200000000000001, 2000]","[0.17999999999999999, 0.13200000000000001, 2017]","[0.188, 0.13600000000000001, 2034]","[0.19600000000000001, 0.13600000000000001, 2050]","[0.20799999999999999, 0.13600000000000001, 2066]","[0.224, 0.13600000000000001, 2084]","[0.23200000000000001, 0.14000000000000001, 2101]","[0.23999999999999999, 0.14000000000000001, 2118]","[0.23999999999999999, 0.14000000000000001, 2134]","[0.23999999999999999, 0.14000000000000001, 2150]","[0.23999999999999999, 0.14000000000000001, 2168]","[0.23999999999999999, 0.14000000000000001, 2184]","[0.23999999999999999, 0.14000000000000001, 2200]","[0.23200000000000001, 0.13600000000000001, 2216]"
"[0.0040000000000000001, 0.099999999999999978, 2868]","[0.0040000000000000001, 0.099999999999999978, 2900]","[0.0040000000000000001, 0.099999999999999978, 2917]","[0.0040000000000000001, 0.099999999999999978, 2936]","[0.0040000000000000001, 0.099999999999999978, 2951]","[0.0040000000000000001, 0.099999999999999978, 2968]","[0.0040000000000000001, 0.099999999999999978, 2983]","[0.0040000000000000001, 0.099999999999999978, 3001]","[0.0040000000000000001, 0.099999999999999978, 3017]","[0.0040000000000000001, 0.099999999999999978, 3033]","[0.0040000000000000001, 0.099999999999999978, 3050]","[0.0040000000000000001, 0.099999999999999978, 3067]","[0.0040000000000000001, 0.099999999999999978, 3084]","[0.0040000000000000001, 0.099999999999999978, 3100]","[0.0040000000000000001, 0.099999999999999978, 3117]","[0.0, 0.095999999999999974, 3133]","[0.0, 0.091999999999999971, 3151]","[-0.0040000000000000001, 0.087999999999999967, 3168]","[-0.0040000000000000001, 0.083999999999999964, 3185]","[-0.0080000000000000002, 0.07999999999999996, 3200]","[-0.0080000000000000002, 0.071999999999999953, 3226]","[-0.012, 0.060000000000000053, 3251]","[-0.02, 0.040000000000000036, 3268]","[-0.02, 0.028000000000000025, 3284]","[-0.024, 0.012000000000000011, 3300]","[-0.024, 0.0040000000000000036, 3318]","[-0.028000000000000001, -0.0080000000000000071, 3334]","[-0.028000000000000001, -0.020000000000000018, 3350]","[-0.028000000000000001, -0.036000000000000032, 3367]","[-0.028000000000000001, -0.064000000000000057, 3387]","[-0.028000000000000001, -0.084000000000000075, 3401]","[-0.028000000000000001, -0.10400000000000009, 3417]","[-0.032000000000000001, -0.1399999999999999, 3434]","[-0.032000000000000001, -0.15999999999999992, 3451]","[-0.032000000000000001, -0.17599999999999993, 3467]","[-0.032000000000000001, -0.19199999999999995, 3484]","[-0.028000000000000001, -0.20399999999999996, 3501]","[-0.024, -0.21999999999999997, 3517]","[-0.016, -0.24399999999999999, 3534]","[-0.0080000000000000002, -0.26000000000000001, 3554]","[0.0040000000000000001, -0.28000000000000003, 3584]","[0.035999999999999997, -0.29600000000000004, 3617]","[0.068000000000000005, -0.30400000000000005, 3651]","[0.091999999999999998, -0.30400000000000005, 3685]","[0.12, -0.30400000000000005, 3717]","[0.13600000000000001, -0.30000000000000004, 3735]","[0.156, -0.29200000000000004, 3751]","[0.17199999999999999, -0.28800000000000003, 3768]","[0.184, -0.28000000000000003, 3785]","[0.20000000000000001, -0.27200000000000002, 3801]","[0.20000000000000001, -0.26800000000000002, 3817]","[0.20399999999999999, -0.26800000000000002, 3851]","[0.20399999999999999, -0.26800000000000002, 3884]","[0.20399999999999999, -0.26400000000000001, 3907]"
"[-0.040000000000000001, -0.1160000000000001, 4885]","[-0.040000000000000001, -0.12000000000000011, 4935]","[-0.040000000000000001, -0.12000000000000011, 4952]","[-0.040000000000000001, -0.12000000000000011, 4968]","[-0.040000000000000001, -0.12000000000000011, 4985]","[-0.040000000000000001, -0.12000000000000011, 5002]","[-0.040000000000000001, -0.12000000000000011, 5018]","[-0.040000000000000001, -0.12000000000000011, 5036]","[-0.040000000000000001, -0.12000000000000011, 5051]","[-0.040000000000000001, -0.12000000000000011, 5068]","[-0.040000000000000001, -0.12000000000000011, 5086]","[-0.040000000000000001, -0.12000000000000011, 5102]","[-0.040000000000000001, -0.12000000000000011, 5119]","[-0.040000000000000001, -0.12000000000000011, 5135]","[-0.040000000000000001, -0.12000000000000011, 5152]","[-0.040000000000000001, -0.12000000000000011, 5169]","[-0.040000000000000001, -0.12000000000000011, 5186]","[-0.040000000000000001, -0.12000000000000011, 5202]","[-0.040000000000000001, -0.12000000000000011, 5218]","[-0.043999999999999997, -0.1160000000000001, 5235]","[-0.043999999999999997, -0.1120000000000001, 5252]","[-0.048000000000000001, -0.1120000000000001, 5269]","[-0.048000000000000001, -0.1080000000000001, 5285]","[-0.048000000000000001, -0.1080000000000001, 5301]","[-0.051999999999999998, -0.10400000000000009, 5319]","[-0.056000000000000001, -0.10000000000000009, 5336]","[-0.056000000000000001, -0.10000000000000009, 5352]","[-0.059999999999999998, -0.096000000000000085, 5369]","[-0.064000000000000001, -0.096000000000000085, 5385]","[-0.068000000000000005, -0.092000000000000082, 5402]","[-0.071999999999999995, -0.088000000000000078, 5424]","[-0.075999999999999998, -0.088000000000000078, 5452]","[-0.084000000000000005, -0.084000000000000075, 5468]","[-0.091999999999999998, -0.080000000000000071, 5486]","[-0.096000000000000002, -0.080000000000000071, 5502]","[-0.10000000000000001, -0.076000000000000068, 5518]","[-0.104, -0.076000000000000068, 5535]","[-0.124, -0.076000000000000068, 5569]","[-0.16, -0.088000000000000078, 5602]","[-0.192, -0.1080000000000001, 5618]","[-0.21199999999999999, -0.12400000000000011, 5635]","[-0.23200000000000001, -0.1359999999999999, 5651]","[-0.24399999999999999, -0.14399999999999991, 5669]","[-0.25600000000000001, -0.15999999999999992, 5703]","[-0.26800000000000002, -0.17599999999999993, 5735]","[-0.26800000000000002, -0.17599999999999993, 5769]","[-0.26800000000000002, -0.17599999999999993, 5786]","[-0.26800000000000002, -0.17599999999999993, 5802]","[-0.26800000000000002, -0.17599999999999993, 5819]","[-0.26800000000000002, -0.17599999999999993, 5836]","[-0.26800000000000002, -0.17599999999999993, 5853]"
