"[-0.184, 0.16400000000000003, 7670]","[-0.184, 0.16400000000000003, 7687]","[-0.184, 0.16400000000000003, 7703]","[-0.17999999999999999, 0.16800000000000004, 7721]","[-0.17599999999999999, 0.16000000000000003, 7737]","[-0.16800000000000001, 0.14800000000000002, 7753]","[-0.16400000000000001, 0.14000000000000001, 7770]","[-0.16, 0.13200000000000001, 7786]","[-0.14799999999999999, 0.11599999999999999, 7803]","[-0.13600000000000001, 0.095999999999999974, 7820]","[-0.108, 0.052000000000000046, 7837]","[-0.080000000000000002, 0.020000000000000018, 7853]","[-0.043999999999999997, -0.016000000000000014, 7870]","[-0.0040000000000000001, -0.052000000000000046, 7887]","[0.056000000000000001, -0.096000000000000085, 7904]","[0.087999999999999995, -0.1160000000000001, 7920]","[0.11600000000000001, -0.1359999999999999, 7936]","[0.14000000000000001, -0.15199999999999991, 7953]","[0.156, -0.16399999999999992, 7970]","[0.17199999999999999, -0.17599999999999993, 7987]","[0.184, -0.18399999999999994, 8003]","[0.192, -0.19199999999999995, 8021]","[0.20000000000000001, -0.19999999999999996, 8036]","[0.20399999999999999, -0.20399999999999996, 8053]","[0.20399999999999999, -0.20399999999999996, 8070]","[0.20399999999999999, -0.20399999999999996, 8087]","[0.20399999999999999, -0.19599999999999995, 8104]"
"[0.14399999999999999, 0.19199999999999995, 8770]","[0.14399999999999999, 0.19199999999999995, 8804]","[0.14399999999999999, 0.19199999999999995, 8821]","[0.14399999999999999, 0.19199999999999995, 8837]","[0.14399999999999999, 0.18400000000000005, 8854]","[0.13200000000000001, 0.16000000000000003, 8871]","[0.12, 0.11599999999999999, 8887]","[0.108, 0.083999999999999964, 8904]","[0.096000000000000002, 0.052000000000000046, 8920]","[0.084000000000000005, 0.020000000000000018, 8937]","[0.064000000000000001, -0.032000000000000028, 8954]","[0.051999999999999998, -0.064000000000000057, 8971]","[0.035999999999999997, -0.092000000000000082, 8987]","[0.028000000000000001, -0.1160000000000001, 9005]","[0.012, -0.14799999999999991, 9021]","[0.0040000000000000001, -0.16799999999999993, 9037]","[-0.0040000000000000001, -0.18399999999999994, 9055]","[-0.016, -0.20799999999999996, 9071]","[-0.02, -0.21999999999999997, 9087]","[-0.024, -0.23199999999999998, 9104]","[-0.028000000000000001, -0.23999999999999999, 9121]","[-0.032000000000000001, -0.24399999999999999, 9137]","[-0.035999999999999997, -0.248, 9155]","[-0.035999999999999997, -0.248, 9171]","[-0.035999999999999997, -0.248, 9188]","[-0.035999999999999997, -0.248, 9204]","[-0.035999999999999997, -0.248, 9222]","[-0.035999999999999997, -0.23999999999999999, 9238]"
