"[-0.16800000000000001, -0.26800000000000002, 12857]","[-0.16800000000000001, -0.26800000000000002, 12874]","[-0.16800000000000001, -0.26800000000000002, 12890]","[-0.16800000000000001, -0.26800000000000002, 12908]","[-0.16800000000000001, -0.26800000000000002, 12924]","[-0.16800000000000001, -0.26800000000000002, 12941]","[-0.16800000000000001, -0.26800000000000002, 12957]","[-0.16800000000000001, -0.26800000000000002, 12974]","[-0.16800000000000001, -0.26800000000000002, 12990]","[-0.16800000000000001, -0.26800000000000002, 13008]","[-0.17199999999999999, -0.26000000000000001, 13024]","[-0.17199999999999999, -0.25600000000000001, 13040]","[-0.17199999999999999, -0.248, 13058]","[-0.17199999999999999, -0.23599999999999999, 13074]","[-0.17199999999999999, -0.22399999999999998, 13091]","[-0.17199999999999999, -0.20799999999999996, 13108]","[-0.17199999999999999, -0.18399999999999994, 13124]","[-0.17199999999999999, -0.17199999999999993, 13141]","[-0.16800000000000001, -0.15999999999999992, 13158]","[-0.16800000000000001, -0.14799999999999991, 13175]","[-0.16400000000000001, -0.12799999999999989, 13191]","[-0.16400000000000001, -0.1120000000000001, 13207]","[-0.16, -0.092000000000000082, 13225]","[-0.156, -0.06800000000000006, 13241]","[-0.152, -0.060000000000000053, 13257]","[-0.14399999999999999, -0.044000000000000039, 13274]","[-0.14000000000000001, -0.036000000000000032, 13292]","[-0.12, -0.020000000000000018, 13308]","[-0.108, -0.0080000000000000071, 13324]","[-0.091999999999999998, 0.0040000000000000036, 13341]","[-0.075999999999999998, 0.012000000000000011, 13357]","[-0.064000000000000001, 0.020000000000000018, 13374]","[-0.048000000000000001, 0.028000000000000025, 13391]","[-0.024, 0.036000000000000032, 13408]","[-0.0080000000000000002, 0.040000000000000036, 13425]","[0.0040000000000000001, 0.044000000000000039, 13441]","[0.016, 0.044000000000000039, 13458]","[0.035999999999999997, 0.048000000000000043, 13474]","[0.051999999999999998, 0.048000000000000043, 13492]","[0.064000000000000001, 0.048000000000000043, 13508]","[0.075999999999999998, 0.044000000000000039, 13524]","[0.091999999999999998, 0.036000000000000032, 13542]","[0.10000000000000001, 0.028000000000000025, 13558]","[0.112, 0.020000000000000018, 13592]","[0.13200000000000001, 0.0040000000000000036, 13624]","[0.14799999999999999, -0.020000000000000018, 13658]","[0.17199999999999999, -0.048000000000000043, 13691]","[0.184, -0.072000000000000064, 13725]","[0.192, -0.092000000000000082, 13758]","[0.19600000000000001, -0.1120000000000001, 13791]","[0.20000000000000001, -0.1359999999999999, 13825]","[0.20399999999999999, -0.15199999999999991, 13858]","[0.20799999999999999, -0.17199999999999993, 13892]","[0.20799999999999999, -0.19199999999999995, 13925]","[0.21199999999999999, -0.20799999999999996, 13959]","[0.216, -0.21599999999999997, 13992]","[0.216, -0.22799999999999998, 14024]","[0.216, -0.23599999999999999, 14058]","[0.216, -0.248, 14091]","[0.216, -0.26000000000000001, 14126]"
"[-0.184, 0.071999999999999953, 24783]","[-0.184, 0.071999999999999953, 24816]","[-0.184, 0.071999999999999953, 24833]","[-0.184, 0.071999999999999953, 24850]","[-0.184, 0.071999999999999953, 24867]","[-0.184, 0.071999999999999953, 24883]","[-0.184, 0.071999999999999953, 24900]","[-0.184, 0.071999999999999953, 24916]","[-0.184, 0.071999999999999953, 24933]","[-0.17599999999999999, 0.071999999999999953, 24949]","[-0.16800000000000001, 0.071999999999999953, 24966]","[-0.156, 0.071999999999999953, 24983]","[-0.14399999999999999, 0.071999999999999953, 25000]","[-0.13200000000000001, 0.071999999999999953, 25017]","[-0.11600000000000001, 0.071999999999999953, 25034]","[-0.104, 0.067999999999999949, 25049]","[-0.087999999999999995, 0.067999999999999949, 25066]","[-0.071999999999999995, 0.067999999999999949, 25083]","[-0.051999999999999998, 0.067999999999999949, 25100]","[-0.040000000000000001, 0.067999999999999949, 25116]","[-0.032000000000000001, 0.067999999999999949, 25133]","[-0.02, 0.067999999999999949, 25149]","[-0.0080000000000000002, 0.067999999999999949, 25167]","[0.016, 0.067999999999999949, 25184]","[0.032000000000000001, 0.067999999999999949, 25199]","[0.040000000000000001, 0.067999999999999949, 25216]","[0.051999999999999998, 0.071999999999999953, 25234]","[0.068000000000000005, 0.071999999999999953, 25250]","[0.080000000000000002, 0.071999999999999953, 25266]","[0.091999999999999998, 0.071999999999999953, 25283]","[0.108, 0.071999999999999953, 25299]","[0.12, 0.071999999999999953, 25317]","[0.128, 0.071999999999999953, 25350]","[0.14799999999999999, 0.071999999999999953, 25367]","[0.152, 0.071999999999999953, 25383]","[0.16400000000000001, 0.071999999999999953, 25399]","[0.16800000000000001, 0.071999999999999953, 25416]","[0.17199999999999999, 0.071999999999999953, 25433]","[0.184, 0.071999999999999953, 25467]","[0.20000000000000001, 0.071999999999999953, 25500]","[0.20399999999999999, 0.075999999999999956, 25534]","[0.20799999999999999, 0.075999999999999956, 25566]","[0.20799999999999999, 0.075999999999999956, 25601]","[0.20799999999999999, 0.07999999999999996, 25617]","[0.20799999999999999, 0.07999999999999996, 25633]","[0.21199999999999999, 0.07999999999999996, 25650]","[0.21199999999999999, 0.07999999999999996, 25666]","[0.216, 0.083999999999999964, 25683]","[0.22, 0.087999999999999967, 25700]","[0.224, 0.091999999999999971, 25716]","[0.224, 0.095999999999999974, 25750]","[0.224, 0.099999999999999978, 25784]","[0.224, 0.11199999999999999, 25801]","[0.224, 0.11599999999999999, 25818]","[0.224, 0.12, 25850]","[0.22, 0.13600000000000001, 25883]","[0.20799999999999999, 0.15200000000000002, 25917]","[0.20000000000000001, 0.16800000000000004, 25950]","[0.20000000000000001, 0.18000000000000005, 25984]","[0.19600000000000001, 0.18799999999999994, 26018]","[0.192, 0.19599999999999995, 26051]","[0.184, 0.20799999999999996, 26084]","[0.16800000000000001, 0.20799999999999996, 26117]","[0.156, 0.20799999999999996, 26151]","[0.14000000000000001, 0.20799999999999996, 26184]","[0.14000000000000001, 0.20799999999999996, 26218]","[0.14000000000000001, 0.20399999999999996, 26250]"
